index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
0,Class5,1704205400.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,184,2,2d526c27123e59103e29
1,Class5,1704205380.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2d526c27123e59103e29
2,Class5,1704205354.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,184,2,2d526c27123e59103e29
3,Class5,1704205331.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,312,3,2d526c27123e59103e29
4,Class5,1704198285.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,184,2,488fc49e8fccd665c3e2
5,Class5,1704198128.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,8636,8,488fc49e8fccd665c3e2
6,Class5,1704198050.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,8516,8,488fc49e8fccd665c3e2
7,Class5,1704197792.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,8508,8,488fc49e8fccd665c3e2
8,Class5,1704197769.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,8520,9,488fc49e8fccd665c3e2
9,Class5,1704197747.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,488fc49e8fccd665c3e2
10,Class5,1704197725.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,5,488fc49e8fccd665c3e2
11,Class5,1704197707.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,5,488fc49e8fccd665c3e2
12,Class5,1704196857.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,320,2,488fc49e8fccd665c3e2
13,Class5,1704196837.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,184,2,488fc49e8fccd665c3e2
14,Class5,1704196772.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,320,2,488fc49e8fccd665c3e2
15,Class5,1704196675.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,456,4,488fc49e8fccd665c3e2
16,Class5,1704196448.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,448,4,488fc49e8fccd665c3e2
17,Class5,1704093138.0,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,332,2,2d526c27123e59103e29
18,Class5,1704093124.0,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,2,2d526c27123e59103e29
19,Class5,1704093070.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,2d526c27123e59103e29
20,Class5,1704093045.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,2d526c27123e59103e29
21,Class5,1704092996.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2d526c27123e59103e29
22,Class5,1704092827.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,340,2,2d526c27123e59103e29
23,Class5,1704092721.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,324,2,2d526c27123e59103e29
24,Class5,1704092688.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,2d526c27123e59103e29
25,Class5,1704092549.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2d526c27123e59103e29
26,Class5,1704092500.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,460,4,2d526c27123e59103e29
27,Class5,1704092471.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,1,2d526c27123e59103e29
28,Class5,1704092412.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,2d526c27123e59103e29
29,Class5,1704092372.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,2,2d526c27123e59103e29
30,Class5,1704092274.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,456,3,2d526c27123e59103e29
31,Class5,1704092128.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2d526c27123e59103e29
32,Class5,1704092114.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,440,3,2d526c27123e59103e29
33,Class5,1704092038.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,436,4,2d526c27123e59103e29
34,Class5,1704091584.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,456,2,2d526c27123e59103e29
35,Class5,1704091560.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,456,3,2d526c27123e59103e29
36,Class5,1704091552.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,452,2,2d526c27123e59103e29
37,Class5,1704091539.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,448,3,2d526c27123e59103e29
38,Class5,1704079821.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,192,2,be032ee60c336e4701e0
39,Class5,1704079805.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,2,be032ee60c336e4701e0
40,Class5,1704079790.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_gj1NLb4Jn7URf9K2kQPd,328,2,be032ee60c336e4701e0
