index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
0,Class7,1702742130.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,184,3,33184c1cba6a37cdbda2
1,Class7,1702742124.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,192,2,33184c1cba6a37cdbda2
2,Class7,1702741973.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,33184c1cba6a37cdbda2
3,Class7,1702741911.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,184,3,33184c1cba6a37cdbda2
4,Class7,1702741848.0,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,0,2,33184c1cba6a37cdbda2
5,Class7,1702741679.0,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,316,3,33184c1cba6a37cdbda2
6,Class7,1702741663.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,328,3,33184c1cba6a37cdbda2
7,Class7,1702741652.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,472,3,33184c1cba6a37cdbda2
8,Class7,1702741592.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,3,33184c1cba6a37cdbda2
9,Class7,1702741537.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,360,3,33184c1cba6a37cdbda2
10,Class7,1702741454.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,2,33184c1cba6a37cdbda2
11,Class7,1702741440.0,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_m8vwGkEZc3TSW2xqYUoR,200,4,33184c1cba6a37cdbda2
12,Class7,1702741255.0,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,3,33184c1cba6a37cdbda2
13,Class7,1702741191.0,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,33184c1cba6a37cdbda2
14,Class7,1702740948.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,468,3,33184c1cba6a37cdbda2
15,Class7,1702740906.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,33184c1cba6a37cdbda2
16,Class7,1702740864.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,348,4,33184c1cba6a37cdbda2
17,Class7,1702740825.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,4,33184c1cba6a37cdbda2
18,Class7,1702740813.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,33184c1cba6a37cdbda2
19,Class7,1702740708.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,308,3,33184c1cba6a37cdbda2
20,Class7,1702740684.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,188,3,33184c1cba6a37cdbda2
21,Class7,1702740539.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,3,33184c1cba6a37cdbda2
22,Class7,1702740470.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,200,2,33184c1cba6a37cdbda2
23,Class7,1702740416.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,312,3,33184c1cba6a37cdbda2
24,Class7,1702740332.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,0,5,33184c1cba6a37cdbda2
25,Class7,1702740320.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,0,3,33184c1cba6a37cdbda2
26,Class7,1702740239.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,0,3,33184c1cba6a37cdbda2
27,Class7,1702740210.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,308,3,33184c1cba6a37cdbda2
28,Class7,1702740131.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,320,4,33184c1cba6a37cdbda2
