index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
0,Class10,1703132975.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,200,3,119b36a5797d5ce69625
1,Class10,1702991833.0,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,332,3,119b36a5797d5ce69625
2,Class10,1702958223.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,332,3,ee07cc24589beb775d33
3,Class10,1702876681.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,372,4,44c7cf3881ae07f7fb3e
4,Class10,1702876259.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,10,44c7cf3881ae07f7fb3e
5,Class10,1702876237.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,376,5,44c7cf3881ae07f7fb3e
6,Class10,1702876203.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,4,44c7cf3881ae07f7fb3e
7,Class10,1702876180.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,196,5,44c7cf3881ae07f7fb3e
8,Class10,1702876066.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,324,6,44c7cf3881ae07f7fb3eD
9,Class10,1702875794.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,320,7,44c7cf3881ae07f7fb3e
10,Class10,1702875450.0,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,324,5,44c7cf3881ae07f7fb3e
11,Class10,1702875411.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,200,4,44c7cf3881ae07f7fb3e
12,Class10,1702799889.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,5,44c7cf3881ae07f7fb3e
13,Class10,1702799866.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,512,5,44c7cf3881ae07f7fb3e
14,Class10,1702799859.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,200,5,44c7cf3881ae07f7fb3e
15,Class10,1702799841.0,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,352,6,44c7cf3881ae07f7fb3e
16,Class10,1702799833.0,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,220,9,44c7cf3881ae07f7fb3e
17,Class10,1702799518.0,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,9,44c7cf3881ae07f7fb3e
18,Class10,1702799120.0,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,512,5,44c7cf3881ae07f7fb3e
19,Class10,1702798737.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,200,5,44c7cf3881ae07f7fb3e
20,Class10,1702726954.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,348,5,c681117f7f586fd730bb
21,Class10,1702726945.0,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,344,3,c681117f7f586fd730bb
22,Class10,1702726924.0,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,356,6,c681117f7f586fd730bb
23,Class10,1702726915.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,2,c681117f7f586fd730bb
24,Class10,1702726908.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,1,c681117f7f586fd730bb
25,Class10,1702726863.0,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,472,4,c681117f7f586fd730bb
26,Class10,1702726682.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,192,4,1cfe33c5b178a0c2367f
27,Class10,1702726024.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,476,4,c681117f7f586fd730bb
28,Class10,1702725974.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,340,3,c681117f7f586fd730bb
29,Class10,1702725833.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,4,c681117f7f586fd730bb
